group,name,path,shape,N_images,total,bad,bad_pct,mean,std,min,max,p01,p99,final_loss,final_loss_main,final_loss_cons,epochs_logged
REAL_RAW_0_255,adhd,synthetic_npy\adhd_40.npy,"(40, 128, 128)",40,655360,0,0.0,68.69426203621579,54.806719950578476,0.0,255.0,11.394818000793457,228.83698135375982,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
REAL_TRAIN_SCALE_-1_1,adhd,synthetic_npy\adhd_40.npy,"(40, 128, 128)",40,655360,0,0.0,0.06929523366786286,0.1930892489288962,-0.17272111773490906,0.7256678938865662,-0.13257610708475112,0.6334931439161302,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
REAL_RAW_0_255,bd,synthetic_npy\bd_49_clean.npy,"(49, 128, 128)",49,802816,0,0.0,0.0,1e-08,0.0,0.0,0.0,0.0,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
REAL_TRAIN_SCALE_-1_1,bd,synthetic_npy\bd_49_clean.npy,"(49, 128, 128)",49,802816,0,0.0,-0.17272111773490906,1e-08,-0.17272111773490906,-0.17272111773490906,-0.17272111773490906,-0.17272111773490906,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
REAL_RAW_0_255,health,synthetic_npy\health_121.npy,"(121, 128, 128)",121,1982464,0,0.0,59.1283458864208,58.78895800657328,0.0,255.0,6.185542817115784,235.11448883056636,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
REAL_TRAIN_SCALE_-1_1,health,synthetic_npy\health_121.npy,"(121, 128, 128)",121,1982464,0,0.0,0.035593609674724226,0.20711904888444055,-0.17272111773490906,0.7256678938865662,-0.1509288714826107,0.6556093931198119,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
REAL_RAW_0_255,schz,synthetic_npy\schz_27.npy,"(27, 128, 128)",27,442368,0,0.0,63.58225898874889,52.3886958138597,0.0,255.0,11.226109714508057,225.83464340209963,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
REAL_TRAIN_SCALE_-1_1,schz,synthetic_npy\schz_27.npy,"(27, 128, 128)",27,442368,0,0.0,0.05128516522992478,0.18457032209472893,-0.17272111773490906,0.7256678938865662,-0.13317047864198683,0.6229156178236008,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
GENERATED_-1_1,sample_epoch_1.npy,runs_patch260107\sample_epoch_1.npy,"(128, 128)",1,16384,0,0.0,0.9309886187143093,0.2988672317387448,-1.0,1.0,-0.9552173119783401,1.0,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
GENERATED_-1_1,sample_epoch_10.npy,runs_patch260107\sample_epoch_10.npy,"(128, 128)",1,16384,0,0.0,0.4677494993295923,0.7672135187378216,-1.0,1.0,-1.0,1.0,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
GENERATED_-1_1,sample_epoch_2.npy,runs_patch260107\sample_epoch_2.npy,"(128, 128)",1,16384,0,0.0,0.9131427655616449,0.3485728616229192,-1.0,1.0,-0.9999986886978149,1.0,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
GENERATED_-1_1,sample_epoch_3.npy,runs_patch260107\sample_epoch_3.npy,"(128, 128)",1,16384,0,0.0,0.15354271324068858,0.8551529325587177,-1.0,1.0,-1.0,1.0,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
GENERATED_-1_1,sample_epoch_4.npy,runs_patch260107\sample_epoch_4.npy,"(128, 128)",1,16384,0,0.0,0.9619890249298919,0.20482123664574794,-1.0,1.0,0.0,1.0,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
GENERATED_-1_1,sample_epoch_5.npy,runs_patch260107\sample_epoch_5.npy,"(128, 128)",1,16384,0,0.0,-0.4130332511289083,0.7793648862708458,-1.0,1.0,-1.0,1.0,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
GENERATED_-1_1,sample_epoch_6.npy,runs_patch260107\sample_epoch_6.npy,"(128, 128)",1,16384,0,0.0,0.966163695530895,0.18546772145424276,-1.0,1.0,0.0,1.0,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
GENERATED_-1_1,sample_epoch_7.npy,runs_patch260107\sample_epoch_7.npy,"(128, 128)",1,16384,0,0.0,0.871388684073338,0.4165634534533107,-1.0,1.0,-0.9999999403953552,1.0,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
GENERATED_-1_1,sample_epoch_8.npy,runs_patch260107\sample_epoch_8.npy,"(128, 128)",1,16384,0,0.0,-0.5150098233177154,0.7050641349053257,-1.0,1.0,-1.0,1.0,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
GENERATED_-1_1,sample_epoch_9.npy,runs_patch260107\sample_epoch_9.npy,"(128, 128)",1,16384,0,0.0,0.9689929752348689,0.1733332859169317,0.0,1.0,0.0,1.0,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
GENERATED_-1_1,sample_final.npy,runs_patch260107\sample_final.npy,"(128, 128)",1,16384,0,0.0,0.5117894337657134,0.7463256394768264,-1.0,1.0,-1.0,1.0,0.07170540647603087,0.019961267062676563,0.2587206936187907,10
